Loan ID,Branch,Region,Postal Code,Industry,Disbursement Date,Principal Amount ,Loan Status,Days Overdue,Risk Rating,Interest Income,Client Name,Bank
3635845004,NEW YORK,Northeast,10736,Education & Training Institutions,9/15/2019,25000,Active,0,Standard,3000,VIDEO FACTORY,BBCN BANK
3637866010,PHOENIX,West,85949,E-commerce & Online Marketplaces,12/23/2018,200000,Active,0,Standard,24000,INNOVISION MEDIA GROUP,FIRST MERCHANTS BANK NATL ASSO
3639493000,MIAMI,South,34341,Pharmaceuticals,12/4/1999,90000,Active,0,Standard,10800,MAACO AUTO PAINTING & BODYWORK,PACIFIC WESTERN BANK
3645504004,DENVER,West,80049,Information Technology Services,3/19/2010,200000,Active,0,Standard,24000,TM MOTION PICTURE EQUIPMENT RE,CITIZENS BUSINESS BANK
3662833004,DENVER,West,80952,Education & Training Institutions,12/13/1999,100000,Active,0,Standard,12000,VIDEO R US II,GE CAP. SMALL BUS. FINAN CORP
3667935001,MIAMI,South,34804,Retail & Wholesale Trade,9/29/2019,1556000,Active,0,Standard,186720,"ROBERT J. HARMAN, INC. (OC)",CITY NATIONAL BANK
3674375008,PHOENIX,West,86511,Information Technology Services,10/1/2019,504000,Active,0,Standard,60480,Kinetic Lighting Inc,SANTA CLARA VALLEY BANK NATL A
3674485006,HOUSTON,South,75980,Advertising & Marketing Agencies,10/1/2019,872400,Active,0,Standard,104688,Morrow Enterprises LLC,OPUS BANK
3685063001,HOUSTON,South,79070,Education & Training Institutions,12/20/1999,60000,Active,0,Standard,7200,LEADER VIDEO NETWORK 351,0
3685855005,HOUSTON,South,76961,Advertising & Marketing Agencies,10/7/2019,580000,Active,0,Standard,69600,"JANICE FASHION, INC.",BBCN BANK
3686874006,PHOENIX,West,86044,Construction,4/10/2010,225000,Active,0,Standard,27000,QUINTERO REAL ESTATE,WELLS FARGO BANK NATL ASSOC
3691954000,SEATTLE,West,98608,Construction,4/12/2010,40000,Active,0,Standard,4800,REALTY WORLD REAL ESTATE PROFE,CALIFORNIA BANK & TRUST
3692764004,PHOENIX,West,85931,Construction,4/12/2010,1000000,Active,0,Standard,120000,ESCROW TRANSFERS INC,COMERICA BANK
3700544009,MIAMI,South,32416,Information Technology Services,4/18/2010,250000,Active,0,Standard,30000,HOLLYWOOD PARTY RENTALS,GROW AMERICA FUND INC
3707624001,DENVER,West,81656,Information Technology Services,4/20/2010,574000,Active,0,Standard,68880,HOME CARE SERVICE SPECIALIST I,U.S. BANK NATIONAL ASSOCIATION
3713265003,NEW YORK,Northeast,10628,Advertising & Marketing Agencies,10/25/2019,446800,Active,0,Standard,53616,Mycom Corporation,WELLS FARGO BANK NATL ASSOC
3713444002,SEATTLE,West,98184,Education & Training Institutions,4/25/2010,250000,Active,0,Standard,30000,ODYSSEY VIDEO,BBCN BANK
3731403009,ATLANTA,South,36396,Pharmaceuticals,1/9/2000,150000,Active,0,Standard,18000,"RECOGNITION EXPRESS INTER.,INC",GOVERMNET FUNDING CALBIDCO
3740825000,DALLAS,South,77118,Information Technology Services,11/8/2019,632100,Active,0,Standard,75852,"Star Way Productions, Inc.",WELLS FARGO BANK NATL ASSOC
3743105002,HOUSTON,South,76305,Mining & Quarrying,11/9/2019,1177500,Active,0,Standard,141300,Peed Equipment Company,EH NATIONAL BANK
3743664010,NEW YORK,Northeast,12370,Healthcare Services,5/15/2010,129000,Active,0,Standard,15480,RENT-A-WRECK,CDC SMALL BUS. FINAN CORP
3750064005,CHICAGO,Midwest,60744,Information Technology Services,5/18/2010,675000,Active,0,Standard,81000,SKYLIFT RENTALS,HANMI BANK
3754884001,DENVER,West,80942,Healthcare Services,5/22/2010,183619,Active,0,Standard,22034.28,CAPELOUTO ENTERPRISES INC,WELLS FARGO BANK NATL ASSOC
3762105008,SEATTLE,West,98606,Hospitality & Tourism,11/17/2019,5000,Default,89,Watchlist,600,"LIFE CHANGING HOMES, INC","SUPERIOR FINANCIAL GROUP, LLC"
3769225001,BOSTON,Northeast,2032,Real Estate Development,11/19/2019,2000000,Active,0,Standard,240000,Meissner Jacquet Real Estate M,"READYCAP LENDING, LLC"
3769344006,PHOENIX,West,85846,Healthcare Services,5/31/2010,25200,Active,0,Standard,3024,GARRETT BUS & LIMOUSINE,UMPQUA BANK
3769794001,CHICAGO,Midwest,60919,Construction,5/31/2010,500000,Active,0,Standard,60000,NEW STAR REALTY INC,WILSHIRE BANK
3775995005,HOUSTON,South,77954,Media & Entertainment,11/19/2019,1150000,Active,0,Standard,138000,"F. Lofrano & Son, Inc.",WELLS FARGO BANK NATL ASSOC
3799445009,DENVER,West,81445,Advertising & Marketing Agencies,12/8/2019,300000,Active,0,Standard,36000,CENTRAL CALIFORNIA POWER INC,WELLS FARGO BANK NATL ASSOC
3799974008,DENVER,West,80485,Construction,6/19/2010,222000,Active,0,Standard,26640,SIMON CHU & ACCOS. INC,FIRST BANK
3806565009,BOSTON,Northeast,1039,Retail & Wholesale Trade,12/13/2019,71015,Active,0,Standard,8521.8,Orange County Capital,U.S. BANK NATIONAL ASSOCIATION
3822635006,NEW YORK,Northeast,12840,Healthcare Services,12/23/2019,450000,Active,0,Standard,54000,"Grand Auto Express, Inc",CALIFORNIA UNITED BANK
3838315009,MIAMI,South,33705,Construction,12/30/2019,100000,Default,52,Watchlist,12000,Central Coast Connect Realty,HERITAGE OAKS BANK
3850525005,SEATTLE,West,98542,Construction,1/11/2020,327000,Active,0,Standard,39240,CALMEX REALTY AND WESTLAND SER,SAN DIEGO PRIVATE BANK
3856125004,PHOENIX,West,86335,Construction,1/13/2020,200000,Default,59,Watchlist,24000,"THE DAHM TEAM, INC.",COMMUNITY VALLEY BANK
3856633001,CHICAGO,Midwest,62445,Education & Training Institutions,2/12/2000,161000,Active,0,Standard,19320,VIDEO MASTERS,WELLS FARGO BANK NATL ASSOC
3871605004,NEW YORK,Northeast,11125,Pharmaceuticals,1/25/2020,618000,Active,0,Standard,74160,Interasia & Associates (USA) I,AMERICAN CONTINENTAL BANK
3877874009,MIAMI,South,33751,Mining & Quarrying,8/6/2010,500000,Active,0,Standard,60000,MAX EQUIPMENT RENTAL LLC,MUFG UNION BANK NATL ASSOC
3880754009,CHICAGO,Midwest,60777,Construction,8/7/2010,135000,Active,0,Standard,16200,ACE REALTY,BANK OF AMERICA NATL ASSOC
3886835006,PHOENIX,West,85895,Hospitality & Tourism,2/2/2020,100000,Active,0,Standard,12000,Prime Association Services Inc,WELLS FARGO BANK NATL ASSOC
3888604004,CHICAGO,Midwest,62842,Textile & Apparel,8/10/2010,1344400,Active,0,Standard,161328,UTOPIA MANAGEMENT INC,U.S. BANK NATIONAL ASSOCIATION
3888614007,ATLANTA,South,36258,Textile & Apparel,8/10/2010,136500,Active,0,Standard,16380,UTOPIA MANAGEMENT INC,U.S. BANK NATIONAL ASSOCIATION
3920905008,MIAMI,South,33907,Hospitality & Tourism,2/18/2020,225000,Active,0,Standard,27000,ELLY NESIS COMPANY INC,PACIFIC ENTERPRISE BANK
3922125003,HOUSTON,South,77726,Information Technology Services,2/18/2020,1665000,Active,0,Standard,199800,POWER PLUS!,PACIFIC ENTERPRISE BANK
3924334004,ATLANTA,South,37088,Construction,8/30/2010,193000,Active,0,Standard,23160,LAUGHTON PROPERTIES INC,U.S. BANK NATIONAL ASSOCIATION
3926594005,PHOENIX,West,85040,Media & Entertainment,8/31/2010,126000,Active,0,Standard,15120,BRUCE M & MICHELLE C KAHL JOSE,WELLS FARGO BANK NATL ASSOC
3941894010,DALLAS,South,77558,Healthcare Services,9/11/2010,619000,Active,0,Standard,74280,BUDGET RENT ACAR OF PLEASANTON,BAY AREA EMPLOYMENT DEVEL CO
3949994010,CHICAGO,Midwest,60568,Information Technology Services,9/14/2010,64270,Active,0,Standard,7712.4,ATV VIDEO CENTER ROCKLIN,"CITIBANK, N.A."
3950084005,ATLANTA,South,36848,Education & Training Institutions,9/14/2010,594000,Active,0,Standard,71280,"J.B. PROMOTIONS, INC.",GE CAP. SMALL BUS. FINAN CORP
3957705000,ATLANTA,South,34817,Pharmaceuticals,3/10/2020,250000,Active,0,Standard,30000,Interasia & Associates (USA) I,AMERICAN CONTINENTAL BANK
3966574004,PHOENIX,West,85330,Textile & Apparel,9/24/2010,1149000,Active,0,Standard,137880,1101 ORANGEWOOD LLC EPC,PACIFIC WESTERN BANK
3972994008,BOSTON,Northeast,1948,Media & Entertainment,9/26/2010,577000,Active,0,Standard,69240,"PERCEPT GROUP, INC.",SOUTHLAND ECONOMIC DEVEL CORP
3973874009,MIAMI,South,32400,Healthcare Services,9/26/2010,292500,Active,0,Standard,35100,THRIFTY CAR RENTAL,COMERICA BANK
3993184000,MIAMI,South,33465,Education & Training Institutions,10/4/2010,115400,Active,0,Standard,13848,MOVIE WORLD,COMERICA BANK
3994224001,SEATTLE,West,98770,Construction,10/4/2010,333000,Active,0,Standard,39960,CONTINENTAL REAL ESTATE ALUM R,WELLS FARGO BANK NATL ASSOC
3994354005,NEW YORK,Northeast,10845,Education & Training Institutions,10/4/2010,127500,Default,87,Watchlist,15300,VIDEO SCENE OF TWAIN HARTE,WELLS FARGO BANK NATL ASSOC
4005344000,BOSTON,Northeast,2713,Oil & Gas,10/12/2010,25000,Active,0,Standard,3000,TIME MACHINE VINTAGE,MONTECITO BANK & TRUST
4006704003,ATLANTA,South,31173,Construction,10/12/2010,517500,Active,0,Standard,62100,SOCRATES ENTERPRISES LLC,MUFG UNION BANK NATL ASSOC
4008534004,BOSTON,Northeast,2786,Advertising & Marketing Agencies,10/15/2010,607000,Active,0,Standard,72840,"AIR QUALITY ENGINEERING,INC",WELLS FARGO BANK NATL ASSOC
4010084010,BOSTON,Northeast,2019,Renewable Energy,10/16/2010,400000,Default,42,Watchlist,48000,EMPIRE HOME MEDICAL INC,COMERICA BANK
4014285004,DENVER,West,80093,Construction,4/5/2020,35000,Active,0,Standard,4200,Kenneth L. Ching,SAFE CU
4015904006,NEW YORK,Northeast,13304,Construction,10/18/2010,92370,Active,0,Standard,11084.4,KENNETH P PECUS,CALIFORNIA BANK & TRUST
4033125008,ATLANTA,South,36274,Construction,4/15/2020,69845,Default,175,Critical,8381.4,Shanahan Enterprises,SAFE CU
4033834002,NEW YORK,Northeast,11007,Hospitality & Tourism,10/29/2010,414000,Active,0,Standard,49680,SHARON L MASSINGHAM AND ROBERT,MORTGAGE CAP. DEVEL CORP
4046455001,SEATTLE,West,98687,Food & Beverage Production,4/22/2020,10000,Default,76,Watchlist,1200,V & J SALES CORP,"SUPERIOR FINANCIAL GROUP, LLC"
4049515001,DALLAS,South,75270,Mining & Quarrying,4/26/2020,50300,Active,0,Standard,6036,"Telescopic Camera Cranes, Inc.",JPMORGAN CHASE BANK NATL ASSOC
4050905008,NEW YORK,Northeast,10286,Agriculture & Farming,4/26/2020,215000,Active,0,Standard,25800,C&D Real Estate Appraisal & Re,SBA - EDF ENFORCEMENT ACTION
4063584000,SEATTLE,West,98387,Information Technology Services,11/13/2010,163000,Active,0,Standard,19560,"DIRECT DRIVES & CONTROLS, INC.",CDC SMALL BUS. FINAN CORP
4064364006,MIAMI,South,32431,Construction,11/13/2010,100000,Active,0,Standard,12000,RIGHT HOME,COMERICA BANK
4065855009,BOSTON,Northeast,1122,Hospitality & Tourism,5/5/2020,135000,Active,0,Standard,16200,Rhoads Realty,NORTH VALLEY BANK
4066645007,NEW YORK,Northeast,11999,Retail & Wholesale Trade,5/5/2020,5000,Active,0,Standard,600,LOCATE GREEN HOMES LLC,"SUPERIOR FINANCIAL GROUP, LLC"
4068395008,ATLANTA,South,32371,Real Estate Development,5/6/2020,50000,Active,0,Standard,6000,"IAM-US, Inc.",JPMORGAN CHASE BANK NATL ASSOC
4071123006,CHICAGO,Midwest,62060,Education & Training Institutions,4/30/2000,35000,Active,0,Standard,4200,VIDEO $ DAY,PACIFIC WESTERN BANK
4094194004,DALLAS,South,78748,Construction,11/28/2010,536000,Active,0,Standard,64320,NEUMAN & NEUMAN REAL ESTATE,CDC SMALL BUS. FINAN CORP
4096914010,CHICAGO,Midwest,61827,Agriculture & Farming,11/29/2010,162000,Active,0,Standard,19440,ROBERT SHEA PERDUE R.A. APPRAI,CDC SMALL BUS. FINAN CORP
4099894001,ATLANTA,South,30948,Construction,11/30/2010,150000,Active,0,Standard,18000,MISSION VIEW MORTGAGE,CDC SMALL BUS. FINAN CORP
4104884004,SEATTLE,West,98001,Mining & Quarrying,12/3/2010,314000,Active,0,Standard,37680,"FLASHCO, INC.",MID ST. DEVEL CORP
4108754008,MIAMI,South,34022,Construction,12/4/2010,55000,Active,0,Standard,6600,FOUQUETTE CORP,CALIFORNIA BANK & TRUST
4117364000,HOUSTON,South,75371,Construction,12/7/2010,75000,Active,0,Standard,9000,L & L ENTERPRISES,CALIFORNIA BANK & TRUST
4124225009,ATLANTA,South,35143,Hospitality & Tourism,6/6/2020,15000,Default,69,Watchlist,1800,"JP FINANCIAL GROUP, INC","SUPERIOR FINANCIAL GROUP, LLC"
4129394006,BOSTON,Northeast,1083,Information Technology Services,12/12/2010,440000,Active,0,Standard,52800,"KHA KENNY PRODUCTS, INC.",CDC SMALL BUS. FINAN CORP
4129944005,PHOENIX,West,85526,Mining & Quarrying,12/12/2010,229200,Active,0,Standard,27504,"MAKO EQUIPMENT, LLC",EAST WEST BANK
4130855006,MIAMI,South,34584,Hospitality & Tourism,6/9/2020,158772,Active,0,Standard,19052.64,IRIS GOLDSTEIN HAGAY INC,U.S. BANK NATIONAL ASSOCIATION
4131454010,DENVER,West,80672,Education & Training Institutions,12/13/2010,125100,Active,0,Standard,15012,CASTILLO'S VIDEO,HERITAGE BANK OF COMMERCE
4138043001,DENVER,West,80197,Education & Training Institutions,6/14/2000,200000,Active,0,Standard,24000,WEST COAST VIDEO/SWC ASSOC,GE CAP. SMALL BUS. FINAN CORP
4141633002,SEATTLE,West,99219,Education & Training Institutions,6/17/2000,90000,Active,0,Standard,10800,VIDEOS TO GO,CITY NATIONAL BANK
4143744000,PHOENIX,West,86256,Information Technology Services,12/18/2010,1000000,Active,0,Standard,120000,SOUTHWEST CLINICAL SERVICES AN,CITY NATIONAL BANK
4149254007,PHOENIX,West,85188,Construction,12/20/2010,100000,Active,0,Standard,12000,PAUL AND LINDA MOONEY,CITIZENS BUSINESS BANK
4152844008,DALLAS,South,76201,Information Technology Services,12/21/2010,100000,Active,0,Standard,12000,HORVATH GENERATORS,MUFG UNION BANK NATL ASSOC
4157444005,ATLANTA,South,36526,Advertising & Marketing Agencies,12/27/2010,635000,Active,0,Standard,76200,APPLIANCE ENAMELING & SERVICE,SOUTHLAND ECONOMIC DEVEL CORP
4158245002,NEW YORK,Northeast,10043,Retail & Wholesale Trade,7/7/2020,29700,Active,0,Standard,3564,"Mhunited.Com, LLC",JPMORGAN CHASE BANK NATL ASSOC
4158704002,PHOENIX,West,86199,Advertising & Marketing Agencies,12/27/2010,1000000,Active,0,Standard,120000,TRIDENT REALTY LLC,THE HUNTINGTON NATIONAL BANK
4178955000,DENVER,West,80576,Construction,7/22/2020,15003,Active,0,Standard,1800.36,"Improta, Inc.",JPMORGAN CHASE BANK NATL ASSOC
4180865007,CHICAGO,Midwest,62416,Information Technology Services,7/25/2020,205000,Active,0,Standard,24600,"ACTION THEATRICAL SERVICES, IN",SOUTH CNTY BANK NATL ASSOC
4188514005,MIAMI,South,34699,"Professional Services (Legal, Accounting)",1/7/2011,30000,Active,0,Standard,3600,B & N WATER TRUCKING CO.,CENTRAL VALLEY COMMUNITY BANK
4193835008,ATLANTA,South,35169,Construction,8/4/2020,250000,Active,0,Standard,30000,"Hanley Investment Group, Inc.",CITY NATIONAL BANK
4196235000,DENVER,West,80738,Construction,8/5/2020,452000,Active,0,Standard,54240,Realty World,"CAPITAL ACCESS GROUP, INC."
4204565006,HOUSTON,South,77283,Retail & Wholesale Trade,8/11/2020,55000,Active,0,Standard,6600,MOHAMMAD GORAYA,FRESNO FIRST BANK
4215914003,PHOENIX,West,86110,Renewable Energy,1/16/2011,638000,Active,0,Standard,76560,BREATHRITE PHARMACY,GE CAP. SMALL BUS. FINAN CORP
4217814001,NEW YORK,Northeast,14472,Construction,1/16/2011,80000,Active,0,Standard,9600,RE/MAX DESERT VALLEY REALTY IN,"RABOBANK, NATIONAL ASSOCIATION"
4220604009,DENVER,West,80582,Healthcare Services,1/17/2011,220000,Active,0,Standard,26400,SMITH RENT A CAR,BANK OF THE WEST
4220774003,DENVER,West,80925,Construction,1/17/2011,306000,Active,0,Standard,36720,MOUNTAIN LAKE PROPERTIES INC,"CITIBANK, N.A."
4223534007,ATLANTA,South,39557,Information Technology Services,1/17/2011,322400,Active,0,Standard,38688,"C E R RENTALS, INC",BANK OF THE SIERRA
4231513005,PHOENIX,West,85686,Education & Training Institutions,8/29/2000,150000,Active,0,Standard,18000,VIDEO LAND M V,COMMUNITY W. BANK NATL ASSOC
4234824006,DENVER,West,80611,Advertising & Marketing Agencies,1/22/2011,750000,Active,0,Standard,90000,"LUCY'S BAKERY CAFE, INC.",HERITAGE BANK OF COMMERCE
4242234006,DALLAS,South,75008,Energy & Utilities,1/24/2011,249000,Active,0,Standard,29880,CARL'S RENTALS,CDC SMALL BUS. FINAN CORP
4255994010,PHOENIX,West,85930,E-commerce & Online Marketplaces,1/29/2011,250000,Active,0,Standard,30000,BILY & BILY APPLIANCE RENTAL I,WELLS FARGO BANK NATL ASSOC
4270504001,NEW YORK,Northeast,10142,Education & Training Institutions,2/1/2011,30000,Default,49,Watchlist,3600,A-1 VIDEO,BANK OF AMERICA NATL ASSOC
4273613009,MIAMI,South,33647,Education & Training Institutions,10/10/2000,25000,Active,0,Standard,3000,VIDEO BOX OFFICE,WELLS FARGO BANK NATL ASSOC
4285465001,PHOENIX,West,86533,Information Technology Services,9/30/2020,495000,Active,0,Standard,59400,"C S Rent A Fence, Inc.",BANK OF AMERICA NATL ASSOC
4287575003,PHOENIX,West,85055,Advertising & Marketing Agencies,9/30/2020,538000,Active,0,Standard,64560,Thornton Fashion Designs Inc.,U.S. BANK NATIONAL ASSOCIATION
4292174010,MIAMI,South,34504,Oil & Gas,2/8/2011,409500,Active,0,Standard,49140,ANGELLO'S ATV,COAST NATIONAL BANK
4293395004,DALLAS,South,75883,Real Estate Development,9/30/2020,510000,Active,0,Standard,61200,JBM Family Trust dated April 1,BANC OF CALIFORNIA NATL ASSOC
4294993006,PHOENIX,West,85056,Education & Training Institutions,11/1/2000,200000,Active,0,Standard,24000,WEST COAST VIDEO/LANPY ENTERPR,GE CAP. SMALL BUS. FINAN CORP
4297833010,CHICAGO,Midwest,61630,Education & Training Institutions,11/5/2000,60000,Active,0,Standard,7200,SEOUL/OCEANVIEW VIDEO RENTAL,LOANS FROM OLD CLOSED LENDERS
4298124007,CHICAGO,Midwest,61660,Food & Beverage Production,2/11/2011,222700,Active,0,Standard,26724,SOUNDTRONICS WIRELESS A GENERA,U.S. BANK NATIONAL ASSOCIATION
4300014009,ATLANTA,South,37363,Construction,2/12/2011,158000,Active,0,Standard,18960,DAVID K ORMONDE AS CO-TRUSTEE,SBA DENVER FINANCE CENTER
4303093010,DENVER,West,81217,Education & Training Institutions,11/13/2000,80000,Active,0,Standard,9600,BEACH VIDEO,COMERICA BANK
4304753009,PHOENIX,West,85499,Education & Training Institutions,11/15/2000,210000,Active,0,Standard,25200,WEST COAST VIDEO,GE CAP. SMALL BUS. FINAN CORP
4310185003,CHICAGO,Midwest,62231,Advertising & Marketing Agencies,10/12/2020,500000,Active,0,Standard,60000,Cast Logistics LLC,SANTA CRUZ COUNTY BANK
4312474004,ATLANTA,South,38094,Information Technology Services,2/14/2011,254500,Active,0,Standard,30540,U S AUDIO,MUFG UNION BANK NATL ASSOC
4314993004,MIAMI,South,33749,Pharmaceuticals,11/29/2000,619000,Active,0,Standard,74280,ENVIRO. CONT. BLDG. MAIN. CO.,LANDMARK CERT. DEVEL CORP
4316633005,MIAMI,South,32662,Education & Training Institutions,12/3/2000,50000,Active,0,Standard,6000,VIDEOS TO GO,CITY NATIONAL BANK
4316875010,MIAMI,South,32711,Construction,10/14/2020,150000,Active,0,Standard,18000,M Commercial Inc.,SANTA CRUZ COUNTY BANK
4330884002,DENVER,West,81154,Education & Training Institutions,2/22/2011,99000,Active,0,Standard,11880,SUPER VIDEO,WILSHIRE BANK
4331564002,NEW YORK,Northeast,11230,Mining & Quarrying,2/22/2011,330000,Active,0,Standard,39600,RJ'S DEMOLITION & DISPOSAL,CALIFORNIA BANK & TRUST
4332915009,BOSTON,Northeast,1299,Consulting Services,10/25/2020,512000,Active,0,Standard,61440,"Feather River Enterprises, LLC",UMPQUA BANK
4334504001,CHICAGO,Midwest,60428,Construction,2/25/2011,157000,Active,0,Standard,18840,BYER REAL ESTATE,HANMI BANK
4335743009,PHOENIX,West,85589,Healthcare Services,1/1/2001,75000,Active,0,Standard,9000,SOUTH BAY RENT A CAR & LEASING,FDIC/MISSION VIEJO NATL BK
4336684002,SEATTLE,West,99270,Information Technology Services,2/26/2011,455000,Active,0,Standard,54600,"MUNKA, INC.",WELLS FARGO BANK NATL ASSOC
4348705010,BOSTON,Northeast,2436,Construction,11/2/2020,12781,Active,0,Standard,1533.72,RD Realty Services,U.S. BANK NATIONAL ASSOCIATION
4350254009,HOUSTON,South,76829,Information Technology Services,3/4/2011,35000,Active,0,Standard,4200,MUNKA INC,WELLS FARGO BANK NATL ASSOC
4352465002,HOUSTON,South,76084,Media & Entertainment,11/4/2020,90000,Active,0,Standard,10800,"The Pro Group V Suites, LLC",SUNCREST BANK
4358355005,CHICAGO,Midwest,62344,Construction,11/8/2020,271800,Active,0,Standard,32616,"Jenny Sungwon Nam, an EPC to N",OPEN BANK
4358364001,DALLAS,South,78557,Construction,3/6/2011,181000,Active,0,Standard,21720,DELAHOOKE APPRAISAL COMPANY,CALIFORNIA STATEWIDE CERT. DEV
4365093005,PHOENIX,West,85499,Education & Training Institutions,2/4/2001,140000,Active,0,Standard,16800,MONTECITO VIDEO,COMMUNITY W. BANK NATL ASSOC
4378414000,DENVER,West,81340,Education & Training Institutions,3/15/2011,333000,Active,0,Standard,39960,REZA AMIN MARY T COLEY AND MOH,CITIZENS BUSINESS BANK
4386624004,HOUSTON,South,77260,Advertising & Marketing Agencies,3/20/2011,311600,Active,0,Standard,37392,THERMOSCAPE,HERITAGE BANK OF COMMERCE
4387084010,DENVER,West,80733,Education & Training Institutions,3/20/2011,254500,Active,0,Standard,30540,BROADWAY VIDEO RENTAL & SALES,COMERICA BANK
4388285009,SEATTLE,West,98419,Hospitality & Tourism,11/25/2020,285000,Active,0,Standard,34200,Imperial Valley Real Estate Se,COMMUNITY VALLEY BANK
4390174003,CHICAGO,Midwest,61498,Construction,3/21/2011,545000,Active,0,Standard,65400,OPTIMUM FINANCIAL SERVICES,U.S. BANK NATIONAL ASSOCIATION
4399405003,MIAMI,South,32977,E-commerce & Online Marketplaces,12/1/2020,2315000,Active,0,Standard,277800,Advanced Audio Rentals,UNITED MIDWEST SAVINGS BANK
4401163000,MIAMI,South,32528,Telecommunications,3/12/2001,240000,Active,0,Standard,28800,LEASEMOBILE,INNOVATIVE BANK
4401814001,NEW YORK,Northeast,13802,Advertising & Marketing Agencies,3/27/2011,143000,Active,0,Standard,17160,VINOTHEQUE WINE CELLARS,U.S. BANK NATIONAL ASSOCIATION
4407474007,NEW YORK,Northeast,11726,Construction,3/28/2011,434000,Active,0,Standard,52080,EMERALD REAL ESTATE BROKERAGE,MORTGAGE CAP. DEVEL CORP
4414993001,CHICAGO,Midwest,61574,Healthcare Services,3/26/2001,60000,Default,102,Critical,7200,U-SAVE AUTO RENTAL,GE CAP. SMALL BUS. FINAN CORP
4416943001,SEATTLE,West,99037,Energy & Utilities,3/28/2001,369000,Active,0,Standard,44280,"DALCO TRUCK RENTALS, INC.",LOANS FROM OLD CLOSED LENDERS
4423534001,BOSTON,Northeast,1247,Information Technology Services,4/4/2011,30619,Active,0,Standard,3674.28,M & K HARVESTING EQUIPMENT A C,BANK OF AMERICA NATL ASSOC
4425524002,CHICAGO,Midwest,62528,Construction,4/5/2011,1000000,Active,0,Standard,120000,RE/MAX SOUTH COUNTY-LAKESIDE,SOUTHLAND ECONOMIC DEVEL CORP
4427065006,ATLANTA,South,34333,Construction,12/12/2020,26289,Default,176,Critical,3154.68,Baha & Associates,U.S. BANK NATIONAL ASSOCIATION
4429443003,ATLANTA,South,32868,Healthcare Services,4/14/2001,288000,Active,0,Standard,34560,COURTESY AUTO RENTAL OF CHULA,0
4440704006,DALLAS,South,78572,Hospitality & Tourism,4/11/2011,270000,Active,0,Standard,32400,CACCAMISE ENTERPRISES,CITY NATIONAL BANK
4453913002,SEATTLE,West,98227,Pharmaceuticals,5/12/2001,58000,Active,0,Standard,6960,GALLANT ENTERPRISES,WELLS FARGO BANK NATL ASSOC
4456624000,NEW YORK,Northeast,11554,Mining & Quarrying,4/19/2011,135000,Active,0,Standard,16200,FORTUNA EQUPIMENT RENTAL,UMPQUA BANK
4464183003,DALLAS,South,77501,Education & Training Institutions,5/21/2001,150000,Active,0,Standard,18000,WEST COAST VIDEO/SJNA ENTERPRI,BANK OF AMERICA NATL ASSOC
4467073000,DENVER,West,81094,Education & Training Institutions,5/22/2001,183000,Active,0,Standard,21960,WEST COAST VIDEO STUDIO CITY,COMPASS BANK
4472593008,PHOENIX,West,85785,Education & Training Institutions,5/29/2001,89000,Default,161,Critical,10680,BIG D'S VIDEO,WESTAMERICA BANK
4473693005,NEW YORK,Northeast,13492,Education & Training Institutions,5/29/2001,60000,Active,0,Standard,7200,BELMONT VIDEO,LOANS FROM OLD CLOSED LENDERS
4475644001,CHICAGO,Midwest,62960,Construction,4/26/2011,220000,Active,0,Standard,26400,CENTURY 2000 REAL ESTATE CORP,U.S. BANK NATIONAL ASSOCIATION
4533573007,DENVER,West,81391,Education & Training Institutions,7/24/2001,94000,Active,0,Standard,11280,ROBO VIDEO,LOANS FROM OLD CLOSED LENDERS
4536444005,PHOENIX,West,85292,Mining & Quarrying,5/23/2011,435000,Active,0,Standard,52200,CAMPBELL-SILVERWIND CRANE SERV,"READYCAP LENDING, LLC"
4539873004,DALLAS,South,79525,Education & Training Institutions,7/30/2001,222280,Active,0,Standard,26673.6,SIDHER ENTERPRISES,GOLDEN PACIFIC BANK NATL ASSOC
4543243006,NEW YORK,Northeast,14009,Education & Training Institutions,8/4/2001,110000,Active,0,Standard,13200,REDLANDS MOVIE SHOPPE/REYNOLDS,GE CAP. SMALL BUS. FINAN CORP
4545633009,DALLAS,South,78517,Education & Training Institutions,8/5/2001,700000,Active,0,Standard,84000,"STAGE 1, A GENERAL PARTNERSHIP",WESTAMERICA BANK
4545634005,NEW YORK,Northeast,14118,Mining & Quarrying,5/29/2011,400000,Active,0,Standard,48000,MOBILE SAFETY COMPANY,CALIFORNIA BANK & TRUST
4546324008,DALLAS,South,76135,Construction,5/29/2011,899000,Active,0,Standard,107880,YONG O CHOI,"WACHOVIA SBA LENDING, INC."
4547313000,DALLAS,South,77170,Education & Training Institutions,8/7/2001,135000,Active,0,Standard,16200,PHOENIX MERCHANT INVESTMENTS,WELLS FARGO BANK NATL ASSOC
4549584000,CHICAGO,Midwest,62070,Real Estate Development,5/30/2011,866800,Active,0,Standard,104016,HAM DELLES COMPANY INCORPORATE,UMPQUA BANK
4559774002,DENVER,West,81109,Construction,6/5/2011,435000,Active,0,Standard,52200,DONALD J & SHARON L HAMILTON,UMPQUA BANK
4568874010,BOSTON,Northeast,2777,Food & Beverage Production,6/7/2011,864000,Active,0,Standard,103680,SARDON LLC,MUFG UNION BANK NATL ASSOC
